//--------------------
//Multipak Exporter  1.2.0
//Load file from \var\www\html\dpfc_dataregistry\app\tmp\files\post\filename\10\MIDATA001.108.spe
//--------------------
//--------------------
//HEADER INFORMATION
Platform:PC
Technique:XPS
FileType:SPECTRUM
FileDesc:MIDATA001
SoftwareVersion:SS 3.6.1.16
InstrumentModel:PHI Quantera SXM
AcqFilename:C:\Datafiles\Yasufuku\20170606\MIDATA001.108.spe
FileDate:2017 6 6
AcqFileDate:2017 6 6
Institution:
Operator:
ExperimentID:20170606
AnalyserWorkFcn:4.250 eV
PlatenID:MIDATA001
PlatenDesc:
PhotoFilename:MIDATA001.101.pho
SXIFilename:
SourceAnalyserAngle:45.0 d
AnalyserSolidAngle:0.38 sr
EnergyRecal:no
SputterIon:Ar+
SputterCurrent:0.000 uA
SputterEnergy:1.000 kV
FloatVolt:0.0 V
SputterRaster:2.00 2.00 mm
AnalyserMode:FAT
SurvNumCycles:1
NoSpectralReg:1
SpectralRegDef:1 1 Su1s 111 2801 -0.5000 1380.0000 -20.0000 1379.0000 -19.0000 0.179640 280.00 AREA
SpectralRegDef2:1 1400.0 5 0 2 1
NoSpatialArea:1
SpatialAreaDef:1 HP1 4 (9343.5 -21406.3 24061.0 45.0 0.0) (10743.5 -21406.3 24061.0 45.0 0.0) (10743.5 -21306.3 24061.0 45.0 0.0) (9343.5 -21306.3 24061.0 45.0 0.0)
SpatialAreaDesc:1 #1 Ag foil
XraySource:Al 1486.6 mono
XrayPower:103.08 W
XrayBeamDiameter:100.0 um
XRayHighPower:yes
NeutralizerCurrent:20.0 uA
NeutralizerEnergy:1.40 V
StagePosition:10.1270 22.9872 24.0607 45.0000 0.0044


//Area comment,RegionNo,AtomicName,Area No,XLabel,YLabel,DataCount
#1 Ag foil
1
Su1s
1
Binding Energy(eV),reverse
Intensity(c/s)
2801
1380.0000	382804.5000
1379.5000	380099.0938
1379.0000	377087.5000
1378.5000	373023.8125
1378.0000	370797.1563
1377.5000	365703.6250
1377.0000	362564.0313
1376.5000	358973.5000
1376.0000	357097.5313
1375.5000	351786.9063
1375.0000	347038.5313
1374.5000	346303.7188
1374.0000	343999.0938
1373.5000	338827.6563
1373.0000	336896.0000
1372.5000	334251.8438
1372.0000	330639.0625
1371.5000	327928.0938
1371.0000	329464.5000
1370.5000	325734.8125
1370.0000	322700.9688
1369.5000	319917.6250
1369.0000	320741.4688
1368.5000	317017.3750
1368.0000	314701.6250
1367.5000	313187.5000
1367.0000	313243.1563
1366.5000	309686.0313
1366.0000	308166.3438
1365.5000	308912.2813
1365.0000	307615.2188
1364.5000	306813.6250
1364.0000	306618.7813
1363.5000	304213.9688
1363.0000	303785.3438
1362.5000	300940.7813
1362.0000	303785.3438
1361.5000	297923.6250
1361.0000	299404.3750
1360.5000	297840.1250
1360.0000	296320.4063
1359.5000	293754.1875
1359.0000	293514.8125
1358.5000	295869.5313
1358.0000	293342.2500
1357.5000	293715.2188
1357.0000	293397.9063
1356.5000	294806.2813
1356.0000	290870.6250
1355.5000	291538.6250
1355.0000	289618.1250
1354.5000	288148.5313
1354.0000	288449.1250
1353.5000	292473.8438
1353.0000	286550.8750
1352.5000	287898.0313
1352.0000	286762.4063
1351.5000	284741.7188
1351.0000	285604.5313
1350.5000	284140.5000
1350.0000	285064.5625
1349.5000	280538.8438
1349.0000	283016.0313
1348.5000	279987.7500
1348.0000	278930.0938
1347.5000	277399.2500
1347.0000	276079.9375
1346.5000	274059.2188
1346.0000	276892.6875
1345.5000	273981.2813
1345.0000	274203.9688
1344.5000	273313.2813
1344.0000	272795.5938
1343.5000	273218.6563
1343.0000	272467.1563
1342.5000	271142.2813
1342.0000	270446.4375
1341.5000	268531.5000
1341.0000	269188.3750
1340.5000	268681.8125
1340.0000	269077.0313
1339.5000	271292.5938
1339.0000	268987.9688
1338.5000	267412.5938
1338.0000	269166.1250
1337.5000	267028.5000
1337.0000	269655.9688
1336.5000	267913.5938
1336.0000	269255.1875
1335.5000	269717.2188
1335.0000	267852.3750
1334.5000	269433.3125
1334.0000	270953.0313
1333.5000	269739.4688
1333.0000	271693.3750
1332.5000	269767.3125
1332.0000	271994.0000
1331.5000	271554.2188
1331.0000	271465.1563
1330.5000	273012.6875
1330.0000	274320.8750
1329.5000	272817.8438
1329.0000	275367.4063
1328.5000	273513.6875
1328.0000	275050.0938
1327.5000	275267.1875
1327.0000	272823.4375
1326.5000	274187.2500
1326.0000	275740.3750
1325.5000	275378.5313
1325.0000	274270.7500
1324.5000	274794.0313
1324.0000	277354.7188
1323.5000	278245.3750
1323.0000	277265.6563
1322.5000	276753.5000
1322.0000	276130.0313
1321.5000	277176.5625
1321.0000	276747.9375
1320.5000	277137.5938
1320.0000	275328.4375
1319.5000	277905.8125
1319.0000	274487.8750
1318.5000	276686.7188
1318.0000	276130.0313
1317.5000	276235.8125
1317.0000	275556.6563
1316.5000	278646.1875
1316.0000	275729.2500
1315.5000	277855.7188
1315.0000	274348.6875
1314.5000	276113.3438
1314.0000	276169.0000
1313.5000	278835.4375
1313.0000	276374.9688
1312.5000	278735.2500
1312.0000	277978.1875
1311.5000	279614.7813
1311.0000	277816.7500
1310.5000	281919.4063
1310.0000	282169.9063
1309.5000	281986.1875
1309.0000	283928.9688
1308.5000	283956.8125
1308.0000	284001.3438
1307.5000	285955.2500
1307.0000	287970.3750
1306.5000	287758.8438
1306.0000	289284.1250
1305.5000	289484.5313
1305.0000	290163.6563
1304.5000	292468.2813
1304.0000	291533.0625
1303.5000	292562.9063
1303.0000	293915.5938
1302.5000	295674.6875
1302.0000	297589.6250
1301.5000	295374.0938
1301.0000	296771.3125
1300.5000	299515.6875
1300.0000	299627.0313
1299.5000	299059.2188
1299.0000	301285.9063
1298.5000	302961.4688
1298.0000	302677.5625
1297.5000	302577.3750
1297.0000	301575.3750
1296.5000	304280.7813
1296.0000	306835.9063
1295.5000	307849.0313
1295.0000	309775.0938
1294.5000	308862.1563
1294.0000	311767.9688
1293.5000	308333.3438
1293.0000	311088.8438
1292.5000	310855.0313
1292.0000	311317.0938
1291.5000	310326.2188
1291.0000	308049.4375
1290.5000	306635.5000
1290.0000	308238.6875
1289.5000	306696.7188
1289.0000	304074.8125
1288.5000	304748.3750
1288.0000	304765.0938
1287.5000	306891.5625
1287.0000	304158.3125
1286.5000	304781.7813
1286.0000	304575.8125
1285.5000	302777.7813
1285.0000	305533.2813
1284.5000	303852.1563
1284.0000	303507.0000
1283.5000	304737.2500
1283.0000	304230.6875
1282.5000	304080.3750
1282.0000	303161.8750
1281.5000	304497.8750
1281.0000	300512.1250
1280.5000	302822.3125
1280.0000	302432.6563
1279.5000	303495.8750
1279.0000	301914.9375
1278.5000	303707.4063
1278.0000	301419.5000
1277.5000	302827.8750
1277.0000	303378.9688
1276.5000	302521.7188
1276.0000	302582.9375
1275.5000	305232.6875
1275.0000	301057.6563
1274.5000	304392.1250
1274.0000	305861.7188
1273.5000	304275.2188
1273.0000	306396.1250
1272.5000	307659.7500
1272.0000	308238.6875
1271.5000	307860.1563
1271.0000	307759.9688
1270.5000	308455.8125
1270.0000	309775.0938
1269.5000	311083.2813
1269.0000	310704.7500
1268.5000	309318.6250
1268.0000	310097.9688
1267.5000	309686.0313
1267.0000	308923.4063
1266.5000	308038.3125
1266.0000	309474.5000
1265.5000	308116.2188
1265.0000	306440.6563
1264.5000	309580.2813
1264.0000	308667.3438
1263.5000	309218.4375
1263.0000	309318.6250
1262.5000	311200.1875
1262.0000	309352.0313
1261.5000	313226.4375
1261.0000	311929.4063
1260.5000	312647.5313
1260.0000	312491.6563
1259.5000	313154.0938
1259.0000	313232.0313
1258.5000	313955.6875
1258.0000	316071.0313
1257.5000	314501.2188
1257.0000	315792.6875
1256.5000	317484.9688
1256.0000	316377.1875
1255.5000	316332.6563
1255.0000	316822.5313
1254.5000	318281.0000
1254.0000	317167.6563
1253.5000	317173.2500
1253.0000	321376.0938
1252.5000	319622.5938
1252.0000	319110.4375
1251.5000	319672.6875
1251.0000	319867.5000
1250.5000	320908.4688
1250.0000	320223.7813
1249.5000	321275.8750
1249.0000	322940.3125
1248.5000	319683.8125
1248.0000	321120.0313
1247.5000	321008.6875
1247.0000	322339.1250
1246.5000	321648.8438
1246.0000	322968.1563
1245.5000	323368.9688
1245.0000	322289.0313
1244.5000	322032.9688
1244.0000	325139.1563
1243.5000	321081.0625
1243.0000	324476.7188
1242.5000	323368.9688
1242.0000	324137.1563
1241.5000	322634.1563
1241.0000	324075.9375
1240.5000	325684.6875
1240.0000	326870.4063
1239.5000	327677.5625
1239.0000	324638.1563
1238.5000	326475.1875
1238.0000	327527.2813
1237.5000	326926.0625
1237.0000	328456.9063
1236.5000	328935.6563
1236.0000	329291.9063
1235.5000	327254.5000
1235.0000	332036.2813
1234.5000	333517.0313
1234.0000	336556.4375
1233.5000	332860.1563
1233.0000	336311.5000
1232.5000	337063.0000
1232.0000	337018.4688
1231.5000	340480.9688
1231.0000	339328.6563
1230.5000	340202.6250
1230.0000	341978.4063
1229.5000	343782.0000
1229.0000	343999.0938
1228.5000	346827.0000
1228.0000	350901.8125
1227.5000	351703.4063
1227.0000	353011.5938
1226.5000	353774.2188
1226.0000	355650.1875
1225.5000	351363.8438
1225.0000	350462.0313
1224.5000	350328.4375
1224.0000	347539.5313
1223.5000	345574.4688
1223.0000	343598.3125
1222.5000	339807.4063
1222.0000	337330.2188
1221.5000	337452.6875
1221.0000	337085.2813
